mass,value,searchers,targets,walk_type,metric,dc_scaling,predicted_exponent
10.0,66951.65,20,80.0,BM,MFCT,Half,0.0
10.0,46552.3,20,80.0,BM,MFCT,Half,0.0
10.0,57036.9,20,80.0,BM,MFCT,Half,0.0
10.0,76552.1,20,80.0,BM,MFCT,Half,0.0
10.0,104415.4,20,80.0,BM,MFCT,Half,0.0
10.0,65172.6,20,80.0,BM,MFCT,Half,0.0
10.0,39193.2,20,80.0,BM,MFCT,Half,0.0
10.0,63886.4,20,80.0,BM,MFCT,Half,0.0
10.0,64113.55,20,80.0,BM,MFCT,Half,0.0
10.0,73807.2,20,80.0,BM,MFCT,Half,0.0
10.0,48067.25,20,80.0,BM,MFCT,Half,0.0
10.0,55712.65,20,80.0,BM,MFCT,Half,0.0
10.0,54034.75,20,80.0,BM,MFCT,Half,0.0
10.0,59263.45,20,80.0,BM,MFCT,Half,0.0
10.0,56985.5,20,80.0,BM,MFCT,Half,0.0
10.0,63557.95,20,80.0,BM,MFCT,Half,0.0
10.0,55697.5,20,80.0,BM,MFCT,Half,0.0
10.0,63510.15,20,80.0,BM,MFCT,Half,0.0
10.0,61994.4,20,80.0,BM,MFCT,Half,0.0
10.0,98806.7,20,80.0,BM,MFCT,Half,0.0
10.0,53465.05,20,80.0,BM,MFCT,Half,0.0
10.0,61669.95,20,80.0,BM,MFCT,Half,0.0
10.0,41963.95,20,80.0,BM,MFCT,Half,0.0
10.0,68946.4,20,80.0,BM,MFCT,Half,0.0
10.0,58887.35,20,80.0,BM,MFCT,Half,0.0
10.0,48409.2,20,80.0,BM,MFCT,Half,0.0
10.0,39924.95,20,80.0,BM,MFCT,Half,0.0
10.0,79612.55,20,80.0,BM,MFCT,Half,0.0
10.0,53244.65,20,80.0,BM,MFCT,Half,0.0
10.0,63180.9,20,80.0,BM,MFCT,Half,0.0
10.0,73521.95,20,80.0,BM,MFCT,Half,0.0
10.0,67690.45,20,80.0,BM,MFCT,Half,0.0
10.0,80009.6,20,80.0,BM,MFCT,Half,0.0
10.0,50361.25,20,80.0,BM,MFCT,Half,0.0
10.0,56843.15,20,80.0,BM,MFCT,Half,0.0
10.0,43425.85,20,80.0,BM,MFCT,Half,0.0
10.0,61805.6,20,80.0,BM,MFCT,Half,0.0
10.0,75182.75,20,80.0,BM,MFCT,Half,0.0
10.0,57167.95,20,80.0,BM,MFCT,Half,0.0
10.0,88069.0,20,80.0,BM,MFCT,Half,0.0
10.0,86459.65,20,80.0,BM,MFCT,Half,0.0
10.0,59435.05,20,80.0,BM,MFCT,Half,0.0
10.0,55279.1,20,80.0,BM,MFCT,Half,0.0
10.0,114789.7,20,80.0,BM,MFCT,Half,0.0
10.0,58336.55,20,80.0,BM,MFCT,Half,0.0
10.0,46162.9,20,80.0,BM,MFCT,Half,0.0
10.0,71942.8,20,80.0,BM,MFCT,Half,0.0
10.0,85172.0,20,80.0,BM,MFCT,Half,0.0
10.0,75580.95,20,80.0,BM,MFCT,Half,0.0
10.0,41629.95,20,80.0,BM,MFCT,Half,0.0
10.0,64889.3,20,80.0,BM,MFCT,Half,0.0
10.0,66465.35,20,80.0,BM,MFCT,Half,0.0
10.0,91141.9,20,80.0,BM,MFCT,Half,0.0
10.0,61643.45,20,80.0,BM,MFCT,Half,0.0
10.0,62387.3,20,80.0,BM,MFCT,Half,0.0
10.0,73968.95,20,80.0,BM,MFCT,Half,0.0
100.0,113035.0317,63,253.0,BM,MFCT,Half,0.0
100.0,138840.8095,63,253.0,BM,MFCT,Half,0.0
100.0,139056.8095,63,253.0,BM,MFCT,Half,0.0
100.0,142858.9048,63,253.0,BM,MFCT,Half,0.0
100.0,153690.2857,63,253.0,BM,MFCT,Half,0.0
100.0,107774.6508,63,253.0,BM,MFCT,Half,0.0
100.0,148857.4603,63,253.0,BM,MFCT,Half,0.0
100.0,109037.9048,63,253.0,BM,MFCT,Half,0.0
100.0,89847.80952,63,253.0,BM,MFCT,Half,0.0
100.0,130659.8254,63,253.0,BM,MFCT,Half,0.0
100.0,118594.1111,63,253.0,BM,MFCT,Half,0.0
100.0,125388.1746,63,253.0,BM,MFCT,Half,0.0
100.0,127216.6032,63,253.0,BM,MFCT,Half,0.0
100.0,116196.5873,63,253.0,BM,MFCT,Half,0.0
100.0,134613.0952,63,253.0,BM,MFCT,Half,0.0
100.0,142551.5397,63,253.0,BM,MFCT,Half,0.0
100.0,105753.4921,63,253.0,BM,MFCT,Half,0.0
100.0,125684.9841,63,253.0,BM,MFCT,Half,0.0
100.0,132666.4127,63,253.0,BM,MFCT,Half,0.0
100.0,120217.7778,63,253.0,BM,MFCT,Half,0.0
100.0,114233.4127,63,253.0,BM,MFCT,Half,0.0
100.0,131171.619,63,253.0,BM,MFCT,Half,0.0
100.0,122248.7302,63,253.0,BM,MFCT,Half,0.0
100.0,100073.1429,63,253.0,BM,MFCT,Half,0.0
100.0,160657.0794,63,253.0,BM,MFCT,Half,0.0
100.0,122761.6667,63,253.0,BM,MFCT,Half,0.0
100.0,135710.8571,63,253.0,BM,MFCT,Half,0.0
100.0,146164.0159,63,253.0,BM,MFCT,Half,0.0
100.0,160233.7778,63,253.0,BM,MFCT,Half,0.0
100.0,124867.8571,63,253.0,BM,MFCT,Half,0.0
100.0,152837.9365,63,253.0,BM,MFCT,Half,0.0
100.0,165811.3492,63,253.0,BM,MFCT,Half,0.0
100.0,134981.1905,63,253.0,BM,MFCT,Half,0.0
100.0,111843.3333,63,253.0,BM,MFCT,Half,0.0
100.0,116591.5714,63,253.0,BM,MFCT,Half,0.0
100.0,141794.5079,63,253.0,BM,MFCT,Half,0.0
100.0,153520.0159,63,253.0,BM,MFCT,Half,0.0
100.0,175859.3651,63,253.0,BM,MFCT,Half,0.0
100.0,121531.8254,63,253.0,BM,MFCT,Half,0.0
100.0,121711.2381,63,253.0,BM,MFCT,Half,0.0
100.0,113735.3492,63,253.0,BM,MFCT,Half,0.0
100.0,131645.2857,63,253.0,BM,MFCT,Half,0.0
100.0,130638.7302,63,253.0,BM,MFCT,Half,0.0
100.0,125367.1111,63,253.0,BM,MFCT,Half,0.0
100.0,105426.9048,63,253.0,BM,MFCT,Half,0.0
100.0,142223.6032,63,253.0,BM,MFCT,Half,0.0
100.0,136452.619,63,253.0,BM,MFCT,Half,0.0
100.0,123814.6667,63,253.0,BM,MFCT,Half,0.0
100.0,164470.7619,63,253.0,BM,MFCT,Half,0.0
100.0,135042.3492,63,253.0,BM,MFCT,Half,0.0
100.0,105547.5238,63,253.0,BM,MFCT,Half,0.0
100.0,137430.5556,63,253.0,BM,MFCT,Half,0.0
100.0,146026.3333,63,253.0,BM,MFCT,Half,0.0
100.0,142012.5238,63,253.0,BM,MFCT,Half,0.0
100.0,152136.254,63,253.0,BM,MFCT,Half,0.0
100.0,116599.0635,63,253.0,BM,MFCT,Half,0.0
100.0,123717.3175,63,253.0,BM,MFCT,Half,0.0
100.0,133354.5238,63,253.0,BM,MFCT,Half,0.0
100.0,130991.8889,63,253.0,BM,MFCT,Half,0.0
100.0,148973.5714,63,253.0,BM,MFCT,Half,0.0
100.0,140758.0317,63,253.0,BM,MFCT,Half,0.0
100.0,136326.9048,63,253.0,BM,MFCT,Half,0.0
100.0,149775.7302,63,253.0,BM,MFCT,Half,0.0
100.0,109477.3016,63,253.0,BM,MFCT,Half,0.0
100.0,113137.254,63,253.0,BM,MFCT,Half,0.0
100.0,165615.5873,63,253.0,BM,MFCT,Half,0.0
100.0,115948.8413,63,253.0,BM,MFCT,Half,0.0
100.0,139673.3492,63,253.0,BM,MFCT,Half,0.0
100.0,148704.3492,63,253.0,BM,MFCT,Half,0.0
100.0,128751.5397,63,253.0,BM,MFCT,Half,0.0
100.0,146196.8254,63,253.0,BM,MFCT,Half,0.0
100.0,119926.381,63,253.0,BM,MFCT,Half,0.0
100.0,110417.381,63,253.0,BM,MFCT,Half,0.0
100.0,139988.5714,63,253.0,BM,MFCT,Half,0.0
100.0,123957.4603,63,253.0,BM,MFCT,Half,0.0
100.0,167476.7778,63,253.0,BM,MFCT,Half,0.0
100.0,125753.3492,63,253.0,BM,MFCT,Half,0.0
100.0,126354.5397,63,253.0,BM,MFCT,Half,0.0
100.0,146494.6349,63,253.0,BM,MFCT,Half,0.0
100.0,143129.5079,63,253.0,BM,MFCT,Half,0.0
100.0,125016.4762,63,253.0,BM,MFCT,Half,0.0
100.0,146981.3651,63,253.0,BM,MFCT,Half,0.0
100.0,113753.7302,63,253.0,BM,MFCT,Half,0.0
100.0,132840.1111,63,253.0,BM,MFCT,Half,0.0
100.0,149897.746,63,253.0,BM,MFCT,Half,0.0
100.0,158205.7302,63,253.0,BM,MFCT,Half,0.0
100.0,131013.0159,63,253.0,BM,MFCT,Half,0.0
100.0,160491.9524,63,253.0,BM,MFCT,Half,0.0
100.0,114525.1746,63,253.0,BM,MFCT,Half,0.0
100.0,129404.3651,63,253.0,BM,MFCT,Half,0.0
100.0,133174.4127,63,253.0,BM,MFCT,Half,0.0
100.0,147171.5714,63,253.0,BM,MFCT,Half,0.0
100.0,132670.2222,63,253.0,BM,MFCT,Half,0.0
100.0,127965.5397,63,253.0,BM,MFCT,Half,0.0
100.0,150283.6349,63,253.0,BM,MFCT,Half,0.0
100.0,155568.8095,63,253.0,BM,MFCT,Half,0.0
100.0,152606.4127,63,253.0,BM,MFCT,Half,0.0
100.0,155205.619,63,253.0,BM,MFCT,Half,0.0
100.0,109279.5556,63,253.0,BM,MFCT,Half,0.0
100.0,115697.5556,63,253.0,BM,MFCT,Half,0.0
1000.0,191677.9497,199,801.0,BM,MFCT,Half,0.0
1000.0,207488.7538,199,801.0,BM,MFCT,Half,0.0
1000.0,202763.6935,199,801.0,BM,MFCT,Half,0.0
1000.0,176093.9749,199,801.0,BM,MFCT,Half,0.0
1000.0,183274.6834,199,801.0,BM,MFCT,Half,0.0
1000.0,185161.0452,199,801.0,BM,MFCT,Half,0.0
1000.0,216125.5427,199,801.0,BM,MFCT,Half,0.0
1000.0,176703.6231,199,801.0,BM,MFCT,Half,0.0
1000.0,212517.1709,199,801.0,BM,MFCT,Half,0.0
1000.0,207627.1206,199,801.0,BM,MFCT,Half,0.0
1000.0,219089.0402,199,801.0,BM,MFCT,Half,0.0
1000.0,189613.3015,199,801.0,BM,MFCT,Half,0.0
1000.0,194432.7186,199,801.0,BM,MFCT,Half,0.0
1000.0,207605.9296,199,801.0,BM,MFCT,Half,0.0
1000.0,188327.1759,199,801.0,BM,MFCT,Half,0.0
1000.0,187539.7387,199,801.0,BM,MFCT,Half,0.0
1000.0,188938.7487,199,801.0,BM,MFCT,Half,0.0
1000.0,186169.799,199,801.0,BM,MFCT,Half,0.0
1000.0,187798.9146,199,801.0,BM,MFCT,Half,0.0
1000.0,187453.7487,199,801.0,BM,MFCT,Half,0.0
1000.0,200438.5226,199,801.0,BM,MFCT,Half,0.0
1000.0,187726.9146,199,801.0,BM,MFCT,Half,0.0
1000.0,176695.5427,199,801.0,BM,MFCT,Half,0.0
1000.0,222243.0955,199,801.0,BM,MFCT,Half,0.0
1000.0,192733.0151,199,801.0,BM,MFCT,Half,0.0
1000.0,176163.5327,199,801.0,BM,MFCT,Half,0.0
1000.0,213929.2412,199,801.0,BM,MFCT,Half,0.0
1000.0,178008.7588,199,801.0,BM,MFCT,Half,0.0
1000.0,197262.0101,199,801.0,BM,MFCT,Half,0.0
1000.0,211548.8241,199,801.0,BM,MFCT,Half,0.0
1000.0,170514.7186,199,801.0,BM,MFCT,Half,0.0
1000.0,215579.6834,199,801.0,BM,MFCT,Half,0.0
1000.0,183114.2764,199,801.0,BM,MFCT,Half,0.0
1000.0,162609.5025,199,801.0,BM,MFCT,Half,0.0
1000.0,198679.2814,199,801.0,BM,MFCT,Half,0.0
1000.0,203063.6683,199,801.0,BM,MFCT,Half,0.0
1000.0,210022.8945,199,801.0,BM,MFCT,Half,0.0
1000.0,195497.9196,199,801.0,BM,MFCT,Half,0.0
1000.0,210844.3367,199,801.0,BM,MFCT,Half,0.0
1000.0,166244.3116,199,801.0,BM,MFCT,Half,0.0
1000.0,182973.2261,199,801.0,BM,MFCT,Half,0.0
1000.0,218965.3166,199,801.0,BM,MFCT,Half,0.0
1000.0,204804.6533,199,801.0,BM,MFCT,Half,0.0
1000.0,167642.603,199,801.0,BM,MFCT,Half,0.0
1000.0,188933.206,199,801.0,BM,MFCT,Half,0.0
1000.0,191621.8693,199,801.0,BM,MFCT,Half,0.0
1000.0,205824.392,199,801.0,BM,MFCT,Half,0.0
1000.0,210252.6131,199,801.0,BM,MFCT,Half,0.0
1000.0,199709.206,199,801.0,BM,MFCT,Half,0.0
1000.0,187917.3065,199,801.0,BM,MFCT,Half,0.0
1000.0,178651.1156,199,801.0,BM,MFCT,Half,0.0
1000.0,213327.4221,199,801.0,BM,MFCT,Half,0.0
1000.0,202652.5628,199,801.0,BM,MFCT,Half,0.0
1000.0,187351.196,199,801.0,BM,MFCT,Half,0.0
1000.0,198223.7638,199,801.0,BM,MFCT,Half,0.0
1000.0,188493.5377,199,801.0,BM,MFCT,Half,0.0
1000.0,204392.5678,199,801.0,BM,MFCT,Half,0.0
1000.0,195140.1709,199,801.0,BM,MFCT,Half,0.0
1000.0,201390.9497,199,801.0,BM,MFCT,Half,0.0
1000.0,201003.4623,199,801.0,BM,MFCT,Half,0.0
1000.0,190768.0151,199,801.0,BM,MFCT,Half,0.0
1000.0,202008.6884,199,801.0,BM,MFCT,Half,0.0
1000.0,194467.5678,199,801.0,BM,MFCT,Half,0.0
1000.0,196526.5025,199,801.0,BM,MFCT,Half,0.0
1000.0,190585.0251,199,801.0,BM,MFCT,Half,0.0
1000.0,194542.1759,199,801.0,BM,MFCT,Half,0.0
1000.0,204375.804,199,801.0,BM,MFCT,Half,0.0
1000.0,183212.8744,199,801.0,BM,MFCT,Half,0.0
1000.0,193385.1055,199,801.0,BM,MFCT,Half,0.0
1000.0,200008.4322,199,801.0,BM,MFCT,Half,0.0
1000.0,198625.0653,199,801.0,BM,MFCT,Half,0.0
1000.0,190430.2563,199,801.0,BM,MFCT,Half,0.0
1000.0,192064.4171,199,801.0,BM,MFCT,Half,0.0
1000.0,200325.1809,199,801.0,BM,MFCT,Half,0.0
1000.0,199747.4271,199,801.0,BM,MFCT,Half,0.0
1000.0,200481.3668,199,801.0,BM,MFCT,Half,0.0
1000.0,200124.4372,199,801.0,BM,MFCT,Half,0.0
1000.0,198416.9749,199,801.0,BM,MFCT,Half,0.0
1000.0,172250.2764,199,801.0,BM,MFCT,Half,0.0
1000.0,208495.6432,199,801.0,BM,MFCT,Half,0.0
1000.0,193324.2111,199,801.0,BM,MFCT,Half,0.0
1000.0,188475.3015,199,801.0,BM,MFCT,Half,0.0
1000.0,201592.1307,199,801.0,BM,MFCT,Half,0.0
1000.0,192797.6583,199,801.0,BM,MFCT,Half,0.0
1000.0,205617.5226,199,801.0,BM,MFCT,Half,0.0
1000.0,188836.9849,199,801.0,BM,MFCT,Half,0.0
1000.0,177614.3216,199,801.0,BM,MFCT,Half,0.0
1000.0,207847.3869,199,801.0,BM,MFCT,Half,0.0
1000.0,200471.799,199,801.0,BM,MFCT,Half,0.0
1000.0,189347.4975,199,801.0,BM,MFCT,Half,0.0
1000.0,210178.9648,199,801.0,BM,MFCT,Half,0.0
1000.0,188767.3216,199,801.0,BM,MFCT,Half,0.0
1000.0,209793.4573,199,801.0,BM,MFCT,Half,0.0
1000.0,187326.5628,199,801.0,BM,MFCT,Half,0.0
1000.0,203363.9749,199,801.0,BM,MFCT,Half,0.0
1000.0,203455.3869,199,801.0,BM,MFCT,Half,0.0
1000.0,203017.5327,199,801.0,BM,MFCT,Half,0.0
1000.0,195711.1357,199,801.0,BM,MFCT,Half,0.0
1000.0,194220.0653,199,801.0,BM,MFCT,Half,0.0
1000.0,212683.5578,199,801.0,BM,MFCT,Half,0.0
10000.0,257608.035,629,2533.0,BM,MFCT,Half,0.0
10000.0,254617.1479,629,2533.0,BM,MFCT,Half,0.0
10000.0,256683.337,629,2533.0,BM,MFCT,Half,0.0
10000.0,244466.8919,629,2533.0,BM,MFCT,Half,0.0
10000.0,256193.6264,629,2533.0,BM,MFCT,Half,0.0
10000.0,259570.3275,629,2533.0,BM,MFCT,Half,0.0
10000.0,247509.9173,629,2533.0,BM,MFCT,Half,0.0
10000.0,235502.7059,629,2533.0,BM,MFCT,Half,0.0
10000.0,268328.2576,629,2533.0,BM,MFCT,Half,0.0
10000.0,261236.4308,629,2533.0,BM,MFCT,Half,0.0
10000.0,264820.8172,629,2533.0,BM,MFCT,Half,0.0
10000.0,252126.1224,629,2533.0,BM,MFCT,Half,0.0
10000.0,262781.9618,629,2533.0,BM,MFCT,Half,0.0
10000.0,249384.7504,629,2533.0,BM,MFCT,Half,0.0
10000.0,281501.7917,629,2533.0,BM,MFCT,Half,0.0
10000.0,248387.7154,629,2533.0,BM,MFCT,Half,0.0
10000.0,251632.6916,629,2533.0,BM,MFCT,Half,0.0
10000.0,231959.6375,629,2533.0,BM,MFCT,Half,0.0
10000.0,262023.3434,629,2533.0,BM,MFCT,Half,0.0
10000.0,254441.4261,629,2533.0,BM,MFCT,Half,0.0
10000.0,250982.9905,629,2533.0,BM,MFCT,Half,0.0
10000.0,265673.8983,629,2533.0,BM,MFCT,Half,0.0
10000.0,266167.4547,629,2533.0,BM,MFCT,Half,0.0
10000.0,262665.8219,629,2533.0,BM,MFCT,Half,0.0
10000.0,271479.9428,629,2533.0,BM,MFCT,Half,0.0
10000.0,256298.9221,629,2533.0,BM,MFCT,Half,0.0
10000.0,268751.9237,629,2533.0,BM,MFCT,Half,0.0
10000.0,273999.4944,629,2533.0,BM,MFCT,Half,0.0
10000.0,258335.1224,629,2533.0,BM,MFCT,Half,0.0
10000.0,247438.3768,629,2533.0,BM,MFCT,Half,0.0
10000.0,263298.903,629,2533.0,BM,MFCT,Half,0.0
10000.0,261759.4499,629,2533.0,BM,MFCT,Half,0.0
10000.0,269863.5437,629,2533.0,BM,MFCT,Half,0.0
10000.0,253378.3927,629,2533.0,BM,MFCT,Half,0.0
10000.0,258259.7536,629,2533.0,BM,MFCT,Half,0.0
10000.0,259778.3577,629,2533.0,BM,MFCT,Half,0.0
10000.0,256979.4706,629,2533.0,BM,MFCT,Half,0.0
10000.0,266357.7758,629,2533.0,BM,MFCT,Half,0.0
10000.0,248793.1113,629,2533.0,BM,MFCT,Half,0.0
10000.0,260659.2957,629,2533.0,BM,MFCT,Half,0.0
10000.0,264964.8267,629,2533.0,BM,MFCT,Half,0.0
10000.0,256456.504,629,2533.0,BM,MFCT,Half,0.0
10000.0,249182.6153,629,2533.0,BM,MFCT,Half,0.0
10000.0,271592.8013,629,2533.0,BM,MFCT,Half,0.0
10000.0,273410.8776,629,2533.0,BM,MFCT,Half,0.0
10000.0,270901.2401,629,2533.0,BM,MFCT,Half,0.0
10000.0,264910.4626,629,2533.0,BM,MFCT,Half,0.0
10000.0,255207.8728,629,2533.0,BM,MFCT,Half,0.0
10000.0,272781.8983,629,2533.0,BM,MFCT,Half,0.0
10000.0,258457.9777,629,2533.0,BM,MFCT,Half,0.0
10000.0,267053.9809,629,2533.0,BM,MFCT,Half,0.0
10000.0,264693.3959,629,2533.0,BM,MFCT,Half,0.0
10000.0,257004.6693,629,2533.0,BM,MFCT,Half,0.0
10000.0,269214.2591,629,2533.0,BM,MFCT,Half,0.0
10000.0,269294.2019,629,2533.0,BM,MFCT,Half,0.0
10000.0,280866.4992,629,2533.0,BM,MFCT,Half,0.0
10000.0,281043.9523,629,2533.0,BM,MFCT,Half,0.0
10000.0,278641.0413,629,2533.0,BM,MFCT,Half,0.0
10000.0,263583.5596,629,2533.0,BM,MFCT,Half,0.0
10000.0,275098.7997,629,2533.0,BM,MFCT,Half,0.0
10000.0,267277.3068,629,2533.0,BM,MFCT,Half,0.0
10000.0,257280.9952,629,2533.0,BM,MFCT,Half,0.0
10000.0,253455.6789,629,2533.0,BM,MFCT,Half,0.0
10000.0,280495.4404,629,2533.0,BM,MFCT,Half,0.0
10000.0,259741.6296,629,2533.0,BM,MFCT,Half,0.0
10000.0,259650.8045,629,2533.0,BM,MFCT,Half,0.0
10000.0,255010.8521,629,2533.0,BM,MFCT,Half,0.0
10000.0,269669.4054,629,2533.0,BM,MFCT,Half,0.0
10000.0,259268.0143,629,2533.0,BM,MFCT,Half,0.0
10000.0,280440.7711,629,2533.0,BM,MFCT,Half,0.0
10000.0,261485.4913,629,2533.0,BM,MFCT,Half,0.0
10000.0,284836.0397,629,2533.0,BM,MFCT,Half,0.0
10000.0,257239.6439,629,2533.0,BM,MFCT,Half,0.0
10000.0,251489.1717,629,2533.0,BM,MFCT,Half,0.0
10000.0,274577.4006,629,2533.0,BM,MFCT,Half,0.0
10000.0,263027.7234,629,2533.0,BM,MFCT,Half,0.0
10000.0,262101.849,629,2533.0,BM,MFCT,Half,0.0
10000.0,262686.5358,629,2533.0,BM,MFCT,Half,0.0
10000.0,252115.9364,629,2533.0,BM,MFCT,Half,0.0
10000.0,253655.0302,629,2533.0,BM,MFCT,Half,0.0
10000.0,250486.1924,629,2533.0,BM,MFCT,Half,0.0
10000.0,260809.0541,629,2533.0,BM,MFCT,Half,0.0
10000.0,251392.4579,629,2533.0,BM,MFCT,Half,0.0
10000.0,247418.3561,629,2533.0,BM,MFCT,Half,0.0
10000.0,268541.6248,629,2533.0,BM,MFCT,Half,0.0
10000.0,250401.9936,629,2533.0,BM,MFCT,Half,0.0
10000.0,253714.3879,629,2533.0,BM,MFCT,Half,0.0
10000.0,275049.7281,629,2533.0,BM,MFCT,Half,0.0
10000.0,246999.5835,629,2533.0,BM,MFCT,Half,0.0
10000.0,246468.2591,629,2533.0,BM,MFCT,Half,0.0
10000.0,258181.7186,629,2533.0,BM,MFCT,Half,0.0
10000.0,258457.1749,629,2533.0,BM,MFCT,Half,0.0
10000.0,262893.9587,629,2533.0,BM,MFCT,Half,0.0
10000.0,259308.1463,629,2533.0,BM,MFCT,Half,0.0
10000.0,248751.6566,629,2533.0,BM,MFCT,Half,0.0
10000.0,246061.1335,629,2533.0,BM,MFCT,Half,0.0
10000.0,285752.814,629,2533.0,BM,MFCT,Half,0.0
10000.0,260647.9046,629,2533.0,BM,MFCT,Half,0.0
10000.0,259722.806,629,2533.0,BM,MFCT,Half,0.0
10000.0,271784.0731,629,2533.0,BM,MFCT,Half,0.0
100000.0,314938.4339,1989,8011.0,BM,MFCT,Half,0.0
100000.0,315009.732,1989,8011.0,BM,MFCT,Half,0.0
100000.0,326660.0337,1989,8011.0,BM,MFCT,Half,0.0
100000.0,326669.5978,1989,8011.0,BM,MFCT,Half,0.0
100000.0,330499.7637,1989,8011.0,BM,MFCT,Half,0.0
100000.0,336265.0623,1989,8011.0,BM,MFCT,Half,0.0
100000.0,325402.7169,1989,8011.0,BM,MFCT,Half,0.0
100000.0,318045.8612,1989,8011.0,BM,MFCT,Half,0.0
100000.0,325378.8477,1989,8011.0,BM,MFCT,Half,0.0
100000.0,320604.4429,1989,8011.0,BM,MFCT,Half,0.0
100000.0,319792.3997,1989,8011.0,BM,MFCT,Half,0.0
100000.0,317667.5953,1989,8011.0,BM,MFCT,Half,0.0
100000.0,323453.7391,1989,8011.0,BM,MFCT,Half,0.0
100000.0,318833.0669,1989,8011.0,BM,MFCT,Half,0.0
100000.0,344218.8602,1989,8011.0,BM,MFCT,Half,0.0
100000.0,312230.2916,1989,8011.0,BM,MFCT,Half,0.0
100000.0,323382.179,1989,8011.0,BM,MFCT,Half,0.0
100000.0,325051.5329,1989,8011.0,BM,MFCT,Half,0.0
100000.0,322759.7381,1989,8011.0,BM,MFCT,Half,0.0
100000.0,331998.5354,1989,8011.0,BM,MFCT,Half,0.0
100000.0,328260.4495,1989,8011.0,BM,MFCT,Half,0.0
100000.0,328113.9935,1989,8011.0,BM,MFCT,Half,0.0
100000.0,315516.0528,1989,8011.0,BM,MFCT,Half,0.0
100000.0,341428.1966,1989,8011.0,BM,MFCT,Half,0.0
100000.0,330367.2348,1989,8011.0,BM,MFCT,Half,0.0
100000.0,321095.2443,1989,8011.0,BM,MFCT,Half,0.0
100000.0,320112.3283,1989,8011.0,BM,MFCT,Half,0.0
100000.0,316539.0382,1989,8011.0,BM,MFCT,Half,0.0
100000.0,331898.7667,1989,8011.0,BM,MFCT,Half,0.0
100000.0,329854.6119,1989,8011.0,BM,MFCT,Half,0.0
100000.0,336595.6139,1989,8011.0,BM,MFCT,Half,0.0
100000.0,323438.177,1989,8011.0,BM,MFCT,Half,0.0
100000.0,319452.8894,1989,8011.0,BM,MFCT,Half,0.0
100000.0,330511.6003,1989,8011.0,BM,MFCT,Half,0.0
100000.0,322464.5254,1989,8011.0,BM,MFCT,Half,0.0
100000.0,323619.1624,1989,8011.0,BM,MFCT,Half,0.0
100000.0,310534.7597,1989,8011.0,BM,MFCT,Half,0.0
100000.0,318704.0251,1989,8011.0,BM,MFCT,Half,0.0
100000.0,322227.3203,1989,8011.0,BM,MFCT,Half,0.0
100000.0,317566.3856,1989,8011.0,BM,MFCT,Half,0.0
100000.0,323630.7763,1989,8011.0,BM,MFCT,Half,0.0
100000.0,332204.7516,1989,8011.0,BM,MFCT,Half,0.0
100000.0,319801.0734,1989,8011.0,BM,MFCT,Half,0.0
100000.0,331076.7893,1989,8011.0,BM,MFCT,Half,0.0
100000.0,322595.8421,1989,8011.0,BM,MFCT,Half,0.0
100000.0,320913.2614,1989,8011.0,BM,MFCT,Half,0.0
100000.0,327840.5716,1989,8011.0,BM,MFCT,Half,0.0
100000.0,329114.4072,1989,8011.0,BM,MFCT,Half,0.0
100000.0,330039.9754,1989,8011.0,BM,MFCT,Half,0.0
100000.0,312944.094,1989,8011.0,BM,MFCT,Half,0.0
100000.0,321947.7144,1989,8011.0,BM,MFCT,Half,0.0
100000.0,314875.8783,1989,8011.0,BM,MFCT,Half,0.0
100000.0,327899.9718,1989,8011.0,BM,MFCT,Half,0.0
100000.0,319683.3625,1989,8011.0,BM,MFCT,Half,0.0
100000.0,328342.1121,1989,8011.0,BM,MFCT,Half,0.0
100000.0,324704.6043,1989,8011.0,BM,MFCT,Half,0.0
100000.0,324102.6838,1989,8011.0,BM,MFCT,Half,0.0
100000.0,326547.7411,1989,8011.0,BM,MFCT,Half,0.0
100000.0,328775.9955,1989,8011.0,BM,MFCT,Half,0.0
100000.0,319550.4696,1989,8011.0,BM,MFCT,Half,0.0
100000.0,336075.0608,1989,8011.0,BM,MFCT,Half,0.0
100000.0,315251.5706,1989,8011.0,BM,MFCT,Half,0.0
100000.0,324067.1166,1989,8011.0,BM,MFCT,Half,0.0
100000.0,320364.7612,1989,8011.0,BM,MFCT,Half,0.0
100000.0,338990.8351,1989,8011.0,BM,MFCT,Half,0.0
100000.0,325943.8095,1989,8011.0,BM,MFCT,Half,0.0
100000.0,317667.0412,1989,8011.0,BM,MFCT,Half,0.0
100000.0,332856.7642,1989,8011.0,BM,MFCT,Half,0.0
100000.0,334391.6164,1989,8011.0,BM,MFCT,Half,0.0
100000.0,322079.7687,1989,8011.0,BM,MFCT,Half,0.0
100000.0,320243.096,1989,8011.0,BM,MFCT,Half,0.0
100000.0,324690.0121,1989,8011.0,BM,MFCT,Half,0.0
100000.0,327637.6536,1989,8011.0,BM,MFCT,Half,0.0
100000.0,316939.4268,1989,8011.0,BM,MFCT,Half,0.0
100000.0,325458.0543,1989,8011.0,BM,MFCT,Half,0.0
100000.0,323523.9527,1989,8011.0,BM,MFCT,Half,0.0
100000.0,306661.4917,1989,8011.0,BM,MFCT,Half,0.0
100000.0,326889.0633,1989,8011.0,BM,MFCT,Half,0.0
100000.0,340056.5354,1989,8011.0,BM,MFCT,Half,0.0
